picture_file;picture;Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Fásico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Imagen_url
Blanc_Poudr__png.webp;;Blanc-Poudr-;Poudr ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Blanc_Poudr__png.webp
Blue_Heart_png.webp;;Blue-Heart;Heart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Blue_Heart_png.webp
Boha_png.webp;;Boha;Boha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Boha_png.webp
Bois_D_Oud_png.webp;;Bois-D-Oud;D Oud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Bois_D_Oud_png.webp
Bois_Imperial_4.png;;Bois-Imperial-4;Bois-Imperial-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Bois_Imperial_4.png
Bois_Imp_rial.png;;Bois-Imp-rial;Bois-Imp-rial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Bois_Imp_rial.png
Bois_Mystique_png.webp;;Bois-Mystique;Mystique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Bois_Mystique_png.webp
Bouquet_de_Hongrie_png.webp;;Bouquet-de-Hongrie;de Hongrie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Bouquet_de_Hongrie_png.webp
Bowmakers_png.webp;;Bowmakers;Bowmakers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Bowmakers_png.webp
Boyish_png.webp;;Boyish;Boyish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Boyish_png.webp
Brutus_png.webp;;Brutus;Brutus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Brutus_png.webp
Bubble_Bath_png.webp;;Bubble-Bath;Bath;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Bubble_Bath_png.webp
Bubble_For_Ever_png.webp;;Bubble-For-Ever;For Ever;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Bubble_For_Ever_png.webp
Burning_Barbershop_png.webp;;Burning-Barbershop;Barbershop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Burning_Barbershop_png.webp
Byzantine_Amber_png.webp;;Byzantine-Amber;Amber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Byzantine_Amber_png.webp
cachemira-content.png;;cachemira-content;cachemira-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/cachemira-content.png
cade-content.png;;cade-content;cade-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/cade-content.png
Caden_png.webp;;Caden;Caden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Caden_png.webp
Cafe-content.png;;Cafe-content;Cafe-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cafe-content.png
Cafe-recien-molido-content.png;;Cafe-recien-molido-content;Cafe-recien-molido-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cafe-recien-molido-content.png
Canela-content.png;;Canela-content;Canela-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Canela-content.png
Capua_png.webp;;Capua;Capua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Capua_png.webp
Carambola-(carambola)-content.png;;Carambola-(carambola)-content;Carambola-(carambola)-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Carambola-(carambola)-content.png
Caramelo-content.png;;Caramelo-content;Caramelo-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Caramelo-content.png
Cardamomo-content.png;;Cardamomo-content;Cardamomo-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cardamomo-content.png
Cardinal_png.webp;;Cardinal;Cardinal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cardinal_png.webp
Casanova_png.webp;;Casanova;Casanova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Casanova_png.webp
Cassis-content.png;;Cassis-content;Cassis-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cassis-content.png
Catharsis_png.webp;;Catharsis;Catharsis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Catharsis_png.webp
Cedrat_Boise_.png;;Cedrat-Boise-;Cedrat-Boise-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cedrat_Boise_.png
Cedrat_Boise_Intense_png.webp;;Cedrat-Boise-Intense;Boise Intense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cedrat_Boise_Intense_png.webp
Cedro-del-Atlas-content.png;;Cedro-del-Atlas-content;Cedro-del-Atlas-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cedro-del-Atlas-content.png
cedro.png;;cedro;cedro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/cedro.png
Cedro_Di_Diamante_2_png.webp;;Cedro-Di-Diamante-2;Di Diamante 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cedro_Di_Diamante_2_png.webp
Celestial_png.webp;;Celestial;Celestial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Celestial_png.webp
Cera-de-abejas-content.png;;Cera-de-abejas-content;Cera-de-abejas-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cera-de-abejas-content.png
Champaca-content.png;;Champaca-content;Champaca-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Champaca-content.png
Chergui_png.webp;;Chergui;Chergui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Chergui_png.webp
Cherry_Musk_png.webp;;Cherry-Musk;Musk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cherry_Musk_png.webp
Chevalier_de_La_Nuit__png.webp;;Chevalier-de-La-Nuit-;de La Nuit ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Chevalier_de_La_Nuit__png.webp
Ciclamen-content.png;;Ciclamen-content;Ciclamen-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Ciclamen-content.png
Cicuta-negra-content.png;;Cicuta-negra-content;Cicuta-negra-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cicuta-negra-content.png
Cidra-content.png;;Cidra-content;Cidra-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cidra-content.png
Ciel_D_Orage_png.webp;;Ciel-D-Orage;D Orage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Ciel_D_Orage_png.webp
Cilantro-content.png;;Cilantro-content;Cilantro-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cilantro-content.png
Cinnamon_Oud_png.webp;;Cinnamon-Oud;Oud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cinnamon_Oud_png.webp
Cipres-content.png;;Cipres-content;Cipres-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cipres-content.png
Ciruela-content.png;;Ciruela-content;Ciruela-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Ciruela-content.png
citricos-content.png;;citricos-content;citricos-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/citricos-content.png
Citrus_Riviera_png.webp;;Citrus-Riviera;Riviera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Citrus_Riviera_png.webp
Clavo-content.png;;Clavo-content;Clavo-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Clavo-content.png
Cobra_Canary_png.webp;;Cobra-Canary;Canary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cobra_Canary_png.webp
Coco-content.png;;Coco-content;Coco-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Coco-content.png
Coffee_Break_png.webp;;Coffee-Break;Break;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Coffee_Break_png.webp
Cologne_Du_Maghreb_png.webp;;Cologne-Du-Maghreb;Du Maghreb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cologne_Du_Maghreb_png.webp
Colognis__png.webp;;Colognis-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Colognis__png.webp
Columbine_png.webp;;Columbine;Columbine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Columbine_png.webp
Copper__png.webp;;Copper-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Copper__png.webp
Cortile_png.webp;;Cortile;Cortile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cortile_png.webp
Cosmic_Pepper_2_png.webp;;Cosmic-Pepper-2;Pepper 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cosmic_Pepper_2_png.webp
Crab_Apple_Blossom_png.webp;;Crab-Apple-Blossom;Apple Blossom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Crab_Apple_Blossom_png.webp
Cricket_Song_png.webp;;Cricket-Song;Song;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cricket_Song_png.webp
Crown_Country_png.webp;;Crown-Country;Country;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Crown_Country_png.webp
Cruz_Del_Sur_Ii_png.webp;;Cruz-Del-Sur-Ii;Del Sur Ii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cruz_Del_Sur_Ii_png.webp
Cr_me_de_Cuir_png.webp;;Cr-me-de-Cuir;me de Cuir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cr_me_de_Cuir_png.webp
Cuero-content.png;;Cuero-content;Cuero-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cuero-content.png
Cuir_Mythique__png.webp;;Cuir-Mythique-;Mythique ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cuir_Mythique__png.webp
Cullinan_Diamond_png.webp;;Cullinan-Diamond;Diamond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cullinan_Diamond_png.webp
Cuoium_png.webp;;Cuoium;Cuoium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cuoium_png.webp
Cutie_Pear_png.webp;;Cutie-Pear;Pear;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Cutie_Pear_png.webp
Dark_Vanilla.png;;Dark-Vanilla;Dark-Vanilla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Dark_Vanilla.png
Darling_png.webp;;Darling;Darling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Darling_png.webp
Darling_Rouge_png.webp;;Darling-Rouge;Rouge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Darling_Rouge_png.webp
Debaser_Parfum_png.webp;;Debaser-Parfum;Parfum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Debaser_Parfum_png.webp
Delina_Rosee_png.webp;;Delina-Rosee;Rosee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Delina_Rosee_png.webp
Derby_png.webp;;Derby;Derby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Derby_png.webp
Diadem_png.webp;;Diadem;Diadem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Diadem_png.webp
Diurno_png.webp;;Diurno;Diurno;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Diurno_png.webp
Divine_Vanille_3_png.webp;;Divine-Vanille-3;Vanille 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Divine_Vanille_3_png.webp
Dompteuse_Encag_e_png.webp;;Dompteuse-Encag-e;Encag e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Dompteuse_Encag_e_png.webp
Dom_Rosa_png.webp;;Dom-Rosa;Rosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Dom_Rosa_png.webp
D_Ambrosia_png.webp;;D-Ambrosia;Ambrosia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/D_Ambrosia_png.webp
Eau_D_Evolution_png.webp;;Eau-D-Evolution;D Evolution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Eau_D_Evolution_png.webp
Eau_D_Hadrien_Mixta_png.webp;;Eau-D-Hadrien-Mixta;D Hadrien Mixta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Eau_D_Hadrien_Mixta_png.webp
Eau_D_Hadrien_Parfum_Mixta_png.webp;;Eau-D-Hadrien-Parfum-Mixta;D Hadrien Parfum Mixta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Eau_D_Hadrien_Parfum_Mixta_png.webp
Eau_D_Hadrien_Parfum_png.webp;;Eau-D-Hadrien-Parfum;D Hadrien Parfum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Eau_D_Hadrien_Parfum_png.webp
Ebano_Elixir_png.webp;;Ebano-Elixir;Elixir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Ebano_Elixir_png.webp
Eclats_Patchouli_png.webp;;Eclats-Patchouli;Patchouli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Eclats_Patchouli_png.webp
Eclix_png.webp;;Eclix;Eclix;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Eclix_png.webp
Egnaro_png.webp;;Egnaro;Egnaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Egnaro_png.webp
Eladaria_png.webp;;Eladaria;Eladaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Eladaria_png.webp
Elysium_Homme_4_png.webp;;Elysium-Homme-4;Homme 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Elysium_Homme_4_png.webp
Encounters_png.webp;;Encounters;Encounters;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Encounters_png.webp
Enebro-content.png;;Enebro-content;Enebro-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Enebro-content.png
En_Route_png.webp;;En-Route;Route;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/En_Route_png.webp
Epine_Du_Desert_9_png.webp;;Epine-Du-Desert-9;Du Desert 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Epine_Du_Desert_9_png.webp
Epoque_png.webp;;Epoque;Epoque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Epoque_png.webp
Erawan_png.webp;;Erawan;Erawan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Erawan_png.webp
Erolfa__png.webp;;Erolfa-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Erolfa__png.webp
Escentric_02_png.webp;;Escentric-02;Escentric-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Escentric_02_png.webp
Esencia-de-pachuli-content.png;;Esencia-de-pachuli-content;Esencia-de-pachuli-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Esencia-de-pachuli-content.png
Especias-content.png;;Especias-content;Especias-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Especias-content.png
Essence_Rare_Privee_png.webp;;Essence-Rare-Privee;Rare Privee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Essence_Rare_Privee_png.webp
Etruscan_Water_png.webp;;Etruscan-Water;Water;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Etruscan_Water_png.webp
Eucalipto-content.png;;Eucalipto-content;Eucalipto-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Eucalipto-content.png
Evolution_png.webp;;Evolution;Evolution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Evolution_png.webp
Fabulous_Yuzu_png.webp;;Fabulous-Yuzu;Yuzu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Fabulous_Yuzu_png.webp
facebook-icon.png;;facebook-icon;facebook-icon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/facebook-icon.png
Fan_Your_Flames_png.webp;;Fan-Your-Flames;Your Flames;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Fan_Your_Flames_png.webp
favicon.png;;favicon;favicon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/favicon.png
Favonius_London_2_1_png.webp;;Favonius-London-2-1;London 2 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Favonius_London_2_1_png.webp
Fa_sa_png.webp;;Fa-sa;sa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Fa_sa_png.webp
Fiero_png.webp;;Fiero;Fiero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Fiero_png.webp
Figuier_Noir_png.webp;;Figuier-Noir;Noir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Figuier_Noir_png.webp
